rep,id,ka,V,Cl,lw70,wt
3,20,1.10053432697366,6.04269628556962,0.0926404456919978,-0.17095779814364,59
4,20,0.690844390105666,7.22944654705637,0.0922178492680248,-0.17095779814364,59
5,20,1.1470757459414,6.89753482406453,0.0989532714759045,-0.17095779814364,59
6,20,0.250630429534016,8.02140126196082,0.113077312812526,-0.17095779814364,59
7,20,0.310085085189449,6.12682569671826,0.0950982143421963,-0.17095779814364,59
8,20,0.925311184358815,5.7665008732731,0.101115160454585,-0.17095779814364,59
9,20,2.37731043412735,9.21722285480145,0.0858321555226066,-0.17095779814364,59
10,20,0.435455178220866,8.05310476622288,0.10268992687294,-0.17095779814364,59
1,21,0.357068288038563,7.3357726135989,0.145810389462019,-0.121360857004267,62
2,21,0.677099069216173,9.62164043103104,0.187377936501488,-0.121360857004267,62
3,21,1.45828849144354,9.07672441482294,0.154059459409489,-0.121360857004267,62
4,21,0.685185506389384,8.28531255982438,0.121455431545521,-0.121360857004267,62
5,21,0.715504024749711,7.96698638447079,0.146403768634808,-0.121360857004267,62
6,21,0.739639821468345,8.51801580696886,0.148685776331869,-0.121360857004267,62
7,21,0.652287521249473,8.6881303876537,0.132427642284678,-0.121360857004267,62
8,21,1.52576707171041,7.67857825003708,0.134269155388494,-0.121360857004267,62
9,21,0.2564453495127,8.63525601677549,0.128951370547604,-0.121360857004267,62
10,21,0.192666310604937,8.13799656930542,0.148270286740769,-0.121360857004267,62
1,22,0.79185039095731,7.03589613825574,0.103836706667411,-0.18805223150294,58
2,22,0.514479758226602,6.15638180857625,0.0981012674024315,-0.18805223150294,58
3,22,0.468703740530602,6.00458648650914,0.1123472914851,-0.18805223150294,58
4,22,1.27665659707945,7.43780339140782,0.11258412249812,-0.18805223150294,58
5,22,1.72066678211007,6.71545426246638,0.0949623159140596,-0.18805223150294,58
6,22,0.468451406875778,6.78985135778977,0.119679666869713,-0.18805223150294,58
7,22,0.260139263393944,7.08021949988521,0.119262164661902,-0.18805223150294,58
8,22,0.917348560758628,6.67298192396279,0.0934088209029608,-0.18805223150294,58
9,22,0.624133907314865,6.04060830903539,0.101481682964448,-0.18805223150294,58
10,22,0.602973259876879,5.91413891631538,0.0993808915235887,-0.18805223150294,58
1,23,0.365438823425945,7.6090221239958,0.0910080080431658,0.0460653668432468,73.3
2,23,0.374410974026632,8.61914094027548,0.129799887979755,0.0460653668432468,73.3
3,23,0.567834247554171,8.81253945063554,0.126438251511882,0.0460653668432468,73.3
4,23,3.72232348636612,7.80590385535628,0.121711621164679,0.0460653668432468,73.3
5,23,0.524144693386519,6.63568155643227,0.124330848166306,0.0460653668432468,73.3
6,23,0.802220315717006,7.21873997084634,0.121577949385635,0.0460653668432468,73.3
7,23,0.798830310866672,7.86152284908854,0.123488582939637,0.0460653668432468,73.3
8,23,0.383937749816317,7.30716075367923,0.114731675263244,0.0460653668432468,73.3
9,23,0.461350520128158,7.78381748907067,0.114081864490544,0.0460653668432468,73.3
10,23,0.57921266055661,7.06160019913645,0.12304136118076,0.0460653668432468,73.3
1,24,1.48604578942486,11.4438349158997,0.110789060235795,0.0914064663238516,76.7
2,24,0.785853123929099,11.7231403746112,0.0998242631206026,0.0914064663238516,76.7
3,24,0.597316722471771,10.2132894188653,0.119798215734051,0.0914064663238516,76.7
4,24,0.975975940817104,11.2639455580565,0.0969260587442513,0.0914064663238516,76.7
5,24,0.94059723077382,10.0128717885109,0.116980017105159,0.0914064663238516,76.7
6,24,0.368619157091052,10.2281466401915,0.124137341443992,0.0914064663238516,76.7
7,24,0.417171847426518,11.4251519978991,0.101297860233875,0.0914064663238516,76.7
8,24,0.855695779830599,9.85371482972507,0.113825543496549,0.0914064663238516,76.7
9,24,0.505363655993752,11.3247318712329,0.104574718326091,0.0914064663238516,76.7
10,24,0.289222597457901,11.6584988579126,0.113751106026256,0.0914064663238516,76.7
1,25,0.650447965227446,7.20212447033233,0.107182671599985,0.0649848500894127,74.7
2,25,0.13924008534134,8.64895088330681,0.118741594683683,0.0649848500894127,74.7
3,25,1.71172251254716,6.92253867625902,0.101010480910832,0.0649848500894127,74.7
4,25,1.67058729867096,7.97187751306484,0.1023944772119,0.0649848500894127,74.7
5,25,0.484096688622865,5.74292608288857,0.101994778340924,0.0649848500894127,74.7
6,25,0.535231980902818,7.68297929890805,0.110796674905786,0.0649848500894127,74.7
7,25,1.07914756795691,7.2488766808705,0.101425688896716,0.0649848500894127,74.7
8,25,0.071874877770202,8.03088665517512,0.118420695764975,0.0649848500894127,74.7
9,25,0.216214089854321,8.73775900134314,0.0943320505725313,0.0649848500894127,74.7
10,25,0.129961981583832,7.52907700510846,0.116550410681843,0.0649848500894127,74.7
1,26,1.031076847225,6.59412030578873,0.12489048153432,0.133531392624523,80
2,26,0.567785689148478,7.92946040741701,0.115411761795278,0.133531392624523,80
3,26,0.441072557692078,10.354058227251,0.10047442085564,0.133531392624523,80
4,26,0.123020732871048,10.6327498523247,0.121727079759773,0.133531392624523,80
5,26,0.495186852231011,9.74763268183225,0.125370500033683,0.133531392624523,80
6,26,0.983051444399495,6.39623460557084,0.108314938589959,0.133531392624523,80
7,26,1.27620627496263,9.37488178614526,0.135085080618125,0.133531392624523,80
8,26,2.33829131699153,8.31652800211694,0.140289873720539,0.133531392624523,80
9,26,2.58744026087005,9.12697197814319,0.129027534575037,0.133531392624523,80
10,26,0.351596840795377,8.80533433552926,0.143104659709344,0.133531392624523,80
1,27,0.29508191670583,6.45906845049059,0.115530883508957,0.133531392624523,80
2,27,0.333649902060654,7.02156854980799,0.12635769593323,0.133531392624523,80
3,27,0.499432671306185,7.80552708062264,0.113812731307027,0.133531392624523,80
4,27,0.376757868769854,7.01577311226499,0.128584140530452,0.133531392624523,80
5,27,0.143215722040885,8.10201427691301,0.123277917529626,0.133531392624523,80
6,27,0.154530494273261,7.58037774504818,0.132694376947271,0.133531392624523,80
7,27,0.277348708554447,6.88078565285484,0.130416958856976,0.133531392624523,80
8,27,2.79438945855059,6.96505322408579,0.12713558487549,0.133531392624523,80
9,27,0.369773599319938,7.14652532476186,0.125690584872442,0.133531392624523,80
10,27,0.508630353155774,6.91552156202976,0.117340771497946,0.133531392624523,80
1,28,0.615257722475529,9.09766791756349,0.143161130773772,0.133531392624523,80
2,28,0.729230779785317,9.49992337271372,0.142780854023194,0.133531392624523,80
3,28,0.572226669031373,9.63063280945097,0.138275398803467,0.133531392624523,80
4,28,0.761718669293742,7.34582415472875,0.142049547949307,0.133531392624523,80
5,28,0.773615167844879,8.96510235638126,0.135321307469046,0.133531392624523,80
6,28,0.694438376860077,7.98640927675132,0.128112860654593,0.133531392624523,80
7,28,1.40395759817559,9.19071549387196,0.140679108526083,0.133531392624523,80
8,28,0.834901662541578,7.76999225757994,0.134356489581355,0.133531392624523,80
9,28,0.544056911268052,9.65427320267722,0.133991342748055,0.133531392624523,80
10,28,0.5435652654282,7.96654832103224,0.13523356488619,0.133531392624523,80
1,29,0.356807633108464,11.1588946403247,0.228133010407344,0.376477571234912,102
2,29,0.225964655666518,9.82166438263768,0.191354267801928,0.376477571234912,102
3,29,0.719843628048917,9.69583514602559,0.179721525917353,0.376477571234912,102
4,29,0.571913200300162,9.19179560009557,0.19274862713927,0.376477571234912,102
5,29,0.913851058989994,11.8605863269209,0.210402499678468,0.376477571234912,102
6,29,1.84201945379082,10.0060227835665,0.178140593989791,0.376477571234912,102
7,29,1.55638819605228,11.4167481371234,0.179362098558082,0.376477571234912,102
8,29,0.626298762504323,12.5222547365241,0.199084505193226,0.376477571234912,102
9,29,2.48929603553287,10.3860694488866,0.195043376243855,0.376477571234912,102
10,29,0.996750602866747,10.46679748204,0.167916409762219,0.376477571234912,102
1,30,0.645588223007014,8.20951698728607,0.122235294606376,0,70
2,30,0.530900786142452,7.2542676170905,0.121228081379281,0,70
3,30,1.02774109300735,9.95291898641254,0.0972414724344724,0,70
4,30,0.377543674929312,6.30733604454033,0.147613456032377,0,70
5,30,0.434568346298634,7.23097882985795,0.126980089325258,0,70
6,30,0.236461759473305,6.86319610521855,0.135574601214313,0,70
7,30,0.464447536710314,6.11589214342576,0.127083308575661,0,70
8,30,0.207727794913184,8.35078303731968,0.153752234840875,0,70
9,30,1.3731960122626,8.86077083234517,0.107862359182782,0,70
10,30,1.05990565712377,8.24116699868494,0.12445113668556,0,70
1,31,0.759348774854157,10.1132059780281,0.126892031071509,0.173953307123438,83.3
2,31,0.715291479339058,8.360509256068,0.135894023223719,0.173953307123438,83.3
3,31,0.323417198909127,8.41817428230913,0.154572393824787,0.173953307123438,83.3
4,31,1.2105348155796,10.4554977757183,0.146968674000161,0.173953307123438,83.3
5,31,0.341732944989581,8.23511251982805,0.154625689785681,0.173953307123438,83.3
6,31,0.872385861725634,9.13978175974787,0.146279223986354,0.173953307123438,83.3
7,31,0.804605307756178,8.59652351734203,0.129468143801739,0.173953307123438,83.3
8,31,0.752441275924233,8.69591480814938,0.145181817518306,0.173953307123438,83.3
9,31,1.93109494333433,9.40163123595549,0.132634297732091,0.173953307123438,83.3
10,31,0.240719707864586,9.3857223903234,0.142950586005753,0.173953307123438,83.3
1,32,0.691379738869971,7.93006849412118,0.0911118373544737,-0.121360857004267,62
2,32,0.518196542069783,8.53839902220158,0.0899054101258154,-0.121360857004267,62
3,32,0.551311721468328,8.72009219584675,0.126756393153869,-0.121360857004267,62
4,32,0.678912290343126,7.65174674478909,0.0885503423562506,-0.121360857004267,62
5,32,0.214408951406488,8.9667062657133,0.0931446543965886,-0.121360857004267,62
6,32,1.15878201938077,9.45506465435353,0.09489919550669,-0.121360857004267,62
7,32,0.314180613730366,7.13390359087331,0.108252444992592,-0.121360857004267,62
8,32,0.378390298102298,9.97348934968736,0.0959355609972371,-0.121360857004267,62
9,32,0.740751564000986,8.0507860401107,0.100244042475105,-0.121360857004267,62
10,32,0.705441395792174,8.08986930865177,0.105735837057509,-0.121360857004267,62
