rep,id,OCC,ka,V,Cl,C1,C2,C3,C4
1,26,3,1.52257986721528,0.195442648764015,0.0295299076765808,130,67,A,B
1,27,1,0.759296200132433,0.208756937944925,0.0300844942457231,135,59,A,A
1,27,2,0.724306413414461,0.204650094091034,0.0300844942457231,135,64,A,B
1,28,1,1.9019360953544,0.151473883638146,0.0299754519565438,140,61,A,A
1,29,1,1.04237468602353,0.291343254980337,0.028769646200401,145,63,A,A
1,29,2,1.0791296942098,0.29385679869205,0.028769646200401,145,68,A,B
1,29,3,1.04911526130108,0.291368707039513,0.028769646200401,145,73,A,B
1,30,1,0.524946163171883,0.391213341188479,0.0240429899748116,150,65,A,A
1,30,2,0.552217338268631,0.390760398325061,0.0240429899748116,150,70,A,B
1,30,3,0.534485922670461,0.395009800659589,0.0240429899748116,150,75,A,B
1,31,1,1.15964866528611,0.182106048861054,0.045731337040086,155,67,A,A
1,32,1,0.637571136675645,0.283751594379597,0.0504602371071726,160,69,A,A
1,33,1,0.750013416685884,0.194767685226563,0.0344984357613186,165,71,A,A
1,34,1,0.432207499485701,0.244867218893858,0.0327642868228922,170,73,A,A
1,34,2,0.443252987461538,0.249786150995581,0.0327642868228922,170,78,A,B
1,35,1,1.25779759607801,0.284999687650944,0.0177829792431036,175,75,A,A
1,35,2,1.26360725990068,0.28608610380996,0.0177829792431036,175,80,A,B
1,35,3,1.25843819310651,0.286716029415465,0.0177829792431036,175,85,A,B
1,36,1,0.663054493132555,0.202981175450102,0.0191298298489284,180,77,A,A
1,36,2,0.613855638781745,0.204251843701873,0.0191298298489284,180,82,A,B
1,37,1,0.755118404127879,0.249961531415178,0.0315128763834349,185,79,A,A
1,37,2,0.716470527204946,0.249787057919365,0.0315128763834349,185,84,A,B
1,37,3,0.730711449017841,0.252274912011838,0.0315128763834349,185,89,A,B
1,38,1,1.00905328199555,0.267908984554435,0.0520924540672133,190,81,A,A
1,38,2,0.969514542413499,0.263055869700062,0.0520924540672133,190,86,A,B
1,39,1,0.912186012858379,0.13899303908146,0.0441601869865763,195,83,A,A
1,40,1,1.0385553220546,0.250006801331617,0.0530386825449569,200,85,B,A
1,40,2,1.07539850067829,0.250999224138375,0.0530386825449569,200,90,B,B
1,40,3,1.03857695386343,0.250661988787349,0.0530386825449569,200,95,B,B
1,41,1,1.28030922662887,0.244812066677803,0.01798926170456,205,87,B,A
1,42,1,1.20324729069461,0.17971490968333,0.0245944072080758,210,89,B,A
1,42,2,1.28248597677936,0.17961395234923,0.0245944072080758,210,94,B,B
1,42,3,1.25787110865504,0.181351987696254,0.0245944072080758,210,99,B,B
1,43,1,0.894263633492505,0.263134509952213,0.0401518497640515,215,91,B,A
1,44,1,0.961946231870675,0.182950378050307,0.0438586521386291,220,93,B,A
1,45,1,1.47749032426013,0.229129424083216,0.0203985478772641,225,95,B,A
1,46,1,0.88637273560756,0.19594460112346,0.040691196869768,230,97,B,A
1,47,1,1.1234883511626,0.148733327953772,0.0289470666786272,235,99,B,A
1,47,2,1.13321812699574,0.151416646123379,0.0289470666786272,235,104,B,B
1,47,3,1.14864755610006,0.150471730577122,0.0289470666786272,235,109,B,B
1,48,1,1.17706361034693,0.188077511102507,0.0270424036934908,240,101,B,A
1,49,1,1.30939201595546,0.333880308251187,0.0279021427048349,245,103,B,A
1,49,2,1.34524402261804,0.33413889346596,0.0279021427048349,245,108,B,B
1,49,3,1.32518614239102,0.336663209181175,0.0279021427048349,245,113,B,B
1,50,1,0.84088876898213,0.173968877227432,0.0154190732217122,250,105,B,A
1,50,2,0.850714729688326,0.173056043285335,0.0154190732217122,250,110,B,B
1,51,1,1.20597142889487,0.14622387400499,0.0200382435584448,255,107,B,A
1,51,2,1.21672543972173,0.147773999831352,0.0200382435584448,255,112,B,B
1,51,3,1.33468881226676,0.147718391416103,0.0200382435584448,255,117,B,B
1,52,1,1.02678597689095,0.0967335335092226,0.0226494328384911,260,109,B,A
1,53,1,1.11556119880497,0.214103537714132,0.0213229371534806,265,111,B,A
1,54,1,2.04149473467947,0.182628882512934,0.0347446976894065,270,113,B,A
1,54,2,2.10717361579423,0.182818426814665,0.0347446976894065,270,118,B,B
1,54,3,2.08216465343241,0.184546603498014,0.0347446976894065,270,123,B,B
1,55,1,0.832228202423754,0.128564679446153,0.0408992319161737,275,115,B,A
1,55,2,0.805018197851271,0.127668393321136,0.0408992319161737,275,120,B,B
1,55,3,0.803877284281631,0.128534747887072,0.0408992319161737,275,125,B,B
1,56,1,1.60954859558514,0.264023808694798,0.0251250601877032,280,117,B,A
1,56,2,1.60545026607281,0.264109835713391,0.0251250601877032,280,122,B,B
1,56,3,1.51922652834508,0.264468149713336,0.0251250601877032,280,127,B,B
1,57,1,1.07109173604893,0.149492427165902,0.0224268886757069,285,119,B,A
1,58,1,1.08480256233656,0.151541847529518,0.0235089331993474,290,121,B,A
1,58,2,1.07333220393729,0.152286562855938,0.0235089331993474,290,126,B,B
1,59,1,0.833592821745395,0.321980025842891,0.0206069962660384,295,123,B,A
1,59,2,0.864040182918455,0.323570027978898,0.0206069962660384,295,128,B,B
1,59,3,0.863160312797394,0.324204565530619,0.0206069962660384,295,133,B,B
1,60,1,0.695500143324535,0.204064815541326,0.0204241910279991,300,125,B,A
1,60,2,0.733960849188519,0.204702085044062,0.0204241910279991,300,130,B,B
1,61,1,0.979685308192391,0.183889035403711,0.0221099161105013,305,127,B,A
1,62,1,0.880089720569922,0.205016939093188,0.0412315185835902,310,129,B,A
1,62,2,0.885248864894682,0.202591259310705,0.0412315185835902,310,134,B,B
1,62,3,0.927941302672033,0.202498425101486,0.0412315185835902,310,139,B,B
1,63,1,0.916713342905998,0.250657944808517,0.0438437418652699,315,131,B,A
1,63,2,0.902806454032228,0.251376494797142,0.0438437418652699,315,136,B,B
1,64,1,0.506529025594102,0.196264851451568,0.0287715468583422,320,133,B,A
1,65,1,0.495009322981588,0.276303883467073,0.0225792518351552,325,135,B,A
1,66,1,0.91381800950588,0.21626458079269,0.0254200644140251,330,137,B,A
1,66,2,0.897446123894649,0.215706065064504,0.0254200644140251,330,142,B,B
1,66,3,0.928067431350812,0.214938895898958,0.0254200644140251,330,147,B,B
1,67,1,0.816974715081745,0.160519287051577,0.0213564666967506,335,139,B,A
1,68,1,0.687067255581957,0.197232424475057,0.0288567619026309,340,141,B,A
1,68,2,0.703378298036682,0.199770184361875,0.0288567619026309,340,146,B,B
1,69,1,1.04845995749029,0.18239310651245,0.0278483040479666,345,143,B,A
1,69,2,1.08090100600473,0.182214623103792,0.0278483040479666,345,148,B,B
1,70,1,1.79597658075197,0.19202775700843,0.0338270471847084,350,145,B,A
1,70,2,1.92120181991463,0.191779833082087,0.0338270471847084,350,150,B,B
1,70,3,1.79575194152181,0.193169803679929,0.0338270471847084,350,155,B,B
1,71,1,1.39908447441582,0.118295462492773,0.0340219954214483,355,147,B,A
1,72,1,1.57592936050414,0.129291913049501,0.020829309634604,360,149,B,A
1,72,2,1.54426752318288,0.129623276797571,0.020829309634604,360,154,B,B
1,72,3,1.53506621306051,0.13068522784437,0.020829309634604,360,159,B,B
1,73,1,0.80241475512383,0.379669456512644,0.0262348996261734,365,151,B,A
1,74,1,1.68291079090332,0.217421868974258,0.0339414715559846,370,153,B,A
1,74,2,1.71089847371813,0.218778289832762,0.0339414715559846,370,158,B,B
1,75,1,0.945535275970096,0.175865148943802,0.0247512442984147,375,155,B,A
1,76,1,2.10378410104851,0.22362245356872,0.024786555796604,380,157,B,A
1,77,1,0.903194981696001,0.163552493927467,0.0240788393565336,385,159,B,A
1,78,1,1.66388759807768,0.154704287712632,0.0189363802476083,390,161,B,A
1,79,1,0.913747830108728,0.237247738866722,0.0274343826694598,395,163,B,A
1,79,2,0.964504168154534,0.232529340850111,0.0274343826694598,395,168,B,B
1,79,3,0.927689202995356,0.235788143796699,0.0274343826694598,395,173,B,B
1,80,1,0.674591125041919,0.215032956411031,0.0339912544906022,400,165,B,A
1,80,2,0.653903965248545,0.219518007621292,0.0339912544906022,400,170,B,B
1,81,1,1.40750639923682,0.174195071417496,0.0375883931363382,405,167,B,A
1,82,1,0.725724461055098,0.269553464438204,0.0276724771652314,410,169,B,A
1,82,2,0.675552437298715,0.270706882196889,0.0276724771652314,410,174,B,B
1,82,3,0.713504990357638,0.272163817373128,0.0276724771652314,410,179,B,B
1,83,1,1.01407775945223,0.240756997617332,0.0186241208601148,415,171,B,A
1,84,1,0.696517737670677,0.198640219908311,0.0231806990399638,420,173,B,A
1,84,2,0.677505275444459,0.198519170397092,0.0231806990399638,420,178,B,B
1,85,1,1.306424296457,0.327230965146788,0.0311340189394979,425,175,B,A
1,85,2,1.34935433081638,0.327245026250173,0.0311340189394979,425,180,B,B
1,85,3,1.34206273891831,0.332070298597212,0.0311340189394979,425,185,B,B
1,86,1,1.92142549731166,0.241397746137518,0.0316003782454272,430,177,B,A
1,86,2,2.05857073324022,0.23919645986095,0.0316003782454272,430,182,B,B
1,86,3,2.02093794203591,0.239311844868038,0.0316003782454272,430,187,B,B
1,87,1,1.11198914130271,0.182365531517213,0.02452568739379,435,179,B,A
1,87,2,1.18855420962362,0.184382646342989,0.02452568739379,435,184,B,B
1,87,3,1.15061407932045,0.183472219269171,0.02452568739379,435,189,B,B
1,88,1,0.857440781423919,0.187588450320168,0.0337718309461693,440,181,B,A
1,89,1,0.577222446843195,0.135333814345355,0.0355937042279372,445,183,B,A
1,89,2,0.546050178968113,0.135897056308911,0.0355937042279372,445,188,B,B
1,89,3,0.553904903031125,0.136326303505457,0.0355937042279372,445,193,B,B
1,90,1,0.898704234107756,0.171799483849874,0.0279130685283999,450,185,B,A
1,91,1,0.633698882926499,0.266811102401075,0.0229944283878512,455,187,B,A
1,91,2,0.605650766489711,0.26832071442202,0.0229944283878512,455,192,B,B
1,91,3,0.633670635600985,0.269537057004386,0.0229944283878512,455,197,B,B
1,92,1,1.29439985186101,0.146853982605707,0.0320681396707879,460,189,B,A
1,92,2,1.25716455822405,0.145868340027303,0.0320681396707879,460,194,B,B
1,92,3,1.26011577979778,0.147798572823658,0.0320681396707879,460,199,B,B
1,93,1,0.965353225363764,0.17090532439739,0.040264015764353,465,191,B,A
1,94,1,1.29813199965276,0.350658418012385,0.0340095280082063,470,193,B,A
1,95,1,1.67846891617948,0.355419015073173,0.0339020838365524,475,195,B,A
1,95,2,1.69296903018856,0.347598066663918,0.0339020838365524,475,200,B,B
1,96,1,0.713809892747569,0.253893407455194,0.0215389044108718,480,197,B,A
1,97,1,0.551814102848714,0.197102836909462,0.018939827043858,485,199,B,A
1,97,2,0.567565750899913,0.199326960623831,0.018939827043858,485,204,B,B
1,98,1,0.920884578733465,0.277326136501534,0.0390725188096153,490,201,B,A
1,99,1,1.95415250282744,0.20922865290607,0.0278120308334801,495,203,B,A
1,100,1,1.08482693946762,0.135589558906844,0.0304331070371624,500,205,B,A
1,100,2,1.1494659048116,0.134881348828171,0.0304331070371624,500,210,B,B
