rep,id,OCC,ka,V,Cl,C1,C2,C3,C4
1,26,2,1.34830231968252,0.188420873713029,0.0313420297632718,130,62,A,B
1,26,3,1.36840571043796,0.19248146096575,0.0313420297632718,130,67,A,B
1,27,1,0.753353995402182,0.212530202757652,0.0291956182717373,135,59,A,A
1,27,2,0.795015857580782,0.215057251144313,0.0291956182717373,135,64,A,B
1,28,1,2.04559109316417,0.152341383704202,0.0301638352804461,140,61,A,A
1,29,1,0.991662220886478,0.307611861561638,0.030644515864415,145,63,A,A
1,29,2,1.00812969544556,0.298939857244202,0.030644515864415,145,68,A,B
1,29,3,1.02880367145461,0.307335105212261,0.030644515864415,145,73,A,B
1,30,1,0.593659621373579,0.405366284799259,0.0224308033945579,150,65,A,A
1,30,2,0.587357120278454,0.405562709025008,0.0224308033945579,150,70,A,B
1,30,3,0.59410886480731,0.411241924360051,0.0224308033945579,150,75,A,B
1,31,1,1.41909112266323,0.212012839240182,0.0524927812346123,155,67,A,A
1,32,1,0.885581972115864,0.291788964775634,0.0494080900341873,160,69,A,A
1,33,1,0.943428182212478,0.213036768481567,0.035390199321686,165,71,A,A
1,34,1,0.418698581539853,0.224066239639499,0.0319988088954648,170,73,A,A
1,34,2,0.421437215882847,0.223264128684349,0.0319988088954648,170,78,A,B
1,35,1,1.29986780963299,0.298224706699655,0.0173123122987712,175,75,A,A
1,35,2,1.31999162997653,0.294868005409127,0.0173123122987712,175,80,A,B
1,35,3,1.31314898591126,0.293657838591035,0.0173123122987712,175,85,A,B
1,36,1,0.886673256672213,0.235781232639536,0.018145408575967,180,77,A,A
1,36,2,0.902099856105813,0.233832570187309,0.018145408575967,180,82,A,B
1,37,1,0.627614453850142,0.232038902566634,0.0326132740609582,185,79,A,A
1,37,2,0.670022255142438,0.232679726023703,0.0326132740609582,185,84,A,B
1,37,3,0.628797451102126,0.233151482167212,0.0326132740609582,185,89,A,B
1,38,1,0.895491300104815,0.257488746218961,0.0497931691079164,190,81,A,A
1,38,2,0.882368445064065,0.254339314107966,0.0497931691079164,190,86,A,B
1,39,1,1.20283775920593,0.146971196563186,0.0448865768782366,195,83,A,A
1,40,1,1.13359443698167,0.281292960333258,0.0560740712002276,200,85,B,A
1,40,2,1.12419667651052,0.275664328614376,0.0560740712002276,200,90,B,B
1,40,3,1.1429766572759,0.2771775904998,0.0560740712002276,200,95,B,B
1,41,1,1.10587568547655,0.240487990691792,0.0185848801484638,205,87,B,A
1,42,1,1.11996380240347,0.173797816089515,0.0247353008117911,210,89,B,A
1,42,2,1.12360227324523,0.173766983080213,0.0247353008117911,210,94,B,B
1,42,3,1.13349545191496,0.175776665044457,0.0247353008117911,210,99,B,B
1,43,1,0.752181457984132,0.255969884130762,0.0400309622051453,215,91,B,A
1,44,1,1.25235843990413,0.207631923109738,0.0459332197710031,220,93,B,A
1,45,1,1.38973011443557,0.232317966672242,0.0204400419415781,225,95,B,A
1,46,1,0.748426488253875,0.181744236259859,0.039212891438892,230,97,B,A
1,47,1,1.16911652016892,0.156712763259058,0.029715361806815,235,99,B,A
1,47,2,1.16883390717389,0.157812695903575,0.029715361806815,235,104,B,B
1,47,3,1.14663743387597,0.159681283278946,0.029715361806815,235,109,B,B
1,48,1,1.41618738831681,0.177532055108566,0.0262566972796037,240,101,B,A
1,49,1,1.256374370242,0.338452589436737,0.0276292003272209,245,103,B,A
1,49,2,1.32814975132815,0.334719018551099,0.0276292003272209,245,108,B,B
1,49,3,1.31297350793589,0.33532022907555,0.0276292003272209,245,113,B,B
1,50,1,0.665865862892483,0.166022015629959,0.0163200183595827,250,105,B,A
1,50,2,0.686203510720957,0.166616332738061,0.0163200183595827,250,110,B,B
1,51,1,1.04714099565889,0.149790499335821,0.0200536881584333,255,107,B,A
1,51,2,1.10224728425964,0.151093065784749,0.0200536881584333,255,112,B,B
1,51,3,1.08100989449247,0.149487873184756,0.0200536881584333,255,117,B,B
1,52,1,1.16584703251547,0.112241011721014,0.02430119597124,260,109,B,A
1,53,1,0.931023463031115,0.198637794932164,0.0234435171797708,265,111,B,A
1,54,1,2.04340863885775,0.180672310703264,0.0348108717011193,270,113,B,A
1,54,2,2.0642480494557,0.184925432213857,0.0348108717011193,270,118,B,B
1,54,3,2.06032087374776,0.18577064348372,0.0348108717011193,270,123,B,B
1,55,1,0.942765902575153,0.131784090510574,0.040463725056832,275,115,B,A
1,55,2,0.955452524583374,0.133179041558788,0.040463725056832,275,120,B,B
1,55,3,0.957071977761799,0.132631695172486,0.040463725056832,275,125,B,B
1,56,1,1.52140674126076,0.248191342488791,0.0246457453249779,280,117,B,A
1,56,2,1.51530802851346,0.246206550442763,0.0246457453249779,280,122,B,B
1,56,3,1.51042049217342,0.249940349055588,0.0246457453249779,280,127,B,B
1,57,1,1.02155080744599,0.144547039305106,0.0219433378605688,285,119,B,A
1,58,1,1.25716853180865,0.155870359630494,0.0234320147658263,290,121,B,A
1,58,2,1.25606403470156,0.152579303552577,0.0234320147658263,290,126,B,B
1,59,1,0.779456252785644,0.332621994440977,0.0203481296366751,295,123,B,A
1,59,2,0.805243714736717,0.332549726770631,0.0203481296366751,295,128,B,B
1,59,3,0.805336022158855,0.33034125948071,0.0203481296366751,295,133,B,B
1,60,1,0.791279549206415,0.234913713002968,0.0213236449526632,300,125,B,A
1,60,2,0.821865375331485,0.233994633934092,0.0213236449526632,300,130,B,B
1,61,1,1.04410798557594,0.175187884933346,0.0224246040217755,305,127,B,A
1,62,1,0.897031631280629,0.20483405891555,0.0418053023066115,310,129,B,A
1,62,2,0.883985819783159,0.203781230182892,0.0418053023066115,310,134,B,B
1,62,3,0.882638392338813,0.203578263161691,0.0418053023066115,310,139,B,B
1,63,1,0.784889775638194,0.235468731388803,0.0417825125061047,315,131,B,A
1,63,2,0.783805688362486,0.236515383285007,0.0417825125061047,315,136,B,B
1,64,1,0.577448007796744,0.226175327236014,0.0277804796801873,320,133,B,A
1,65,1,0.767058952837037,0.344590004400893,0.0207290196101727,325,135,B,A
1,66,1,0.854006589102505,0.195421792211028,0.0237865044690851,330,137,B,A
1,66,2,0.83527812631268,0.196196260425223,0.0237865044690851,330,142,B,B
1,66,3,0.859949210075715,0.196564225584724,0.0237865044690851,330,147,B,B
1,67,1,0.883025799856772,0.15228266806261,0.0210251200660726,335,139,B,A
1,68,1,0.710296858924851,0.195270324407416,0.0299910556568332,340,141,B,A
1,68,2,0.696256060254479,0.189800789733093,0.0299910556568332,340,146,B,B
1,69,1,1.55623737119669,0.163601846882365,0.0263178002441681,345,143,B,A
1,69,2,1.53660143832348,0.166121669163359,0.0263178002441681,345,148,B,B
1,70,1,1.68512105855604,0.19497400910002,0.0350740167060761,350,145,B,A
1,70,2,1.72603565579605,0.192298403634593,0.0350740167060761,350,150,B,B
1,70,3,1.6843470280281,0.198336280314943,0.0350740167060761,350,155,B,B
1,71,1,1.60904070396473,0.127445560278397,0.0360246002631421,355,147,B,A
1,72,1,1.03502137158004,0.135243257156283,0.0218161831005988,360,149,B,A
1,72,2,1.04080770077147,0.137698432690299,0.0218161831005988,360,154,B,B
1,72,3,1.00602848753507,0.138467789824361,0.0218161831005988,360,159,B,B
1,73,1,0.829665187205039,0.374086765648625,0.0246012111698642,365,151,B,A
1,74,1,1.61743860601259,0.222982672599829,0.0345573948029726,370,153,B,A
1,74,2,1.62938942118014,0.221766639662406,0.0345573948029726,370,158,B,B
1,75,1,0.955959587812906,0.175745937611795,0.024829713935526,375,155,B,A
1,76,1,1.37902169351892,0.195489492284769,0.0255691421732672,380,157,B,A
1,77,1,0.884910350653352,0.161580204442258,0.0240190686798719,385,159,B,A
1,78,1,1.8795734968657,0.159584239256429,0.0193981304884649,390,161,B,A
1,79,1,0.860381119431894,0.224671469010675,0.0268555133567216,395,163,B,A
1,79,2,0.85252354661593,0.223130520496872,0.0268555133567216,395,168,B,B
1,79,3,0.871663591232687,0.223773503504758,0.0268555133567216,395,173,B,B
1,80,1,0.628520897968715,0.206859963426307,0.0335440653630201,400,165,B,A
1,80,2,0.619938993502724,0.199791395966791,0.0335440653630201,400,170,B,B
1,81,1,1.29256451555292,0.171282351591515,0.0376516356017822,405,167,B,A
1,82,1,0.755136640585005,0.285209953088753,0.0277357338419228,410,169,B,A
1,82,2,0.731900698626849,0.292018762650383,0.0277357338419228,410,174,B,B
1,82,3,0.744821711027535,0.288324572090191,0.0277357338419228,410,179,B,B
1,83,1,1.15601719729251,0.258421948849989,0.0195175801954816,415,171,B,A
1,84,1,0.690053137146299,0.201177069204569,0.0235357591881117,420,173,B,A
1,84,2,0.665524678598858,0.201971276608727,0.0235357591881117,420,178,B,B
1,85,1,1.31688533849076,0.310048116786086,0.0304682487384644,425,175,B,A
1,85,2,1.35899205180142,0.311901666193614,0.0304682487384644,425,180,B,B
1,85,3,1.33219765550266,0.318416099657343,0.0304682487384644,425,185,B,B
1,86,1,1.42322403778312,0.22162891494312,0.0304480296062319,430,177,B,A
1,86,2,1.47399249320611,0.223270848987123,0.0304480296062319,430,182,B,B
1,86,3,1.44807479413837,0.22039890907768,0.0304480296062319,430,187,B,B
1,87,1,1.19876238207219,0.191626085993034,0.024240389508752,435,179,B,A
1,87,2,1.22855587053984,0.191723902817169,0.024240389508752,435,184,B,B
1,87,3,1.21018306145631,0.191045917653012,0.024240389508752,435,189,B,B
1,88,1,0.76769290526912,0.167418834348902,0.0309943131849504,440,181,B,A
1,89,1,0.552346446942918,0.139393980201972,0.0361207983128003,445,183,B,A
1,89,2,0.562828604509522,0.138846977274926,0.0361207983128003,445,188,B,B
1,89,3,0.558315274186426,0.140246103199121,0.0361207983128003,445,193,B,B
1,90,1,0.850473100622525,0.170562445589942,0.0289534451776228,450,185,B,A
1,91,1,0.640735820801899,0.269699249609763,0.0225768144477273,455,187,B,A
1,91,2,0.609765163621378,0.262324349394646,0.0225768144477273,455,192,B,B
1,91,3,0.630803670619496,0.261316368736622,0.0225768144477273,455,197,B,B
1,92,1,1.11094797659347,0.132078339203804,0.0305760789118847,460,189,B,A
1,92,2,1.12130602294422,0.130030282377955,0.0305760789118847,460,194,B,B
1,92,3,1.10330300574987,0.132053784906607,0.0305760789118847,460,199,B,B
1,93,1,1.09822856536053,0.166657360088969,0.0391055009107905,465,191,B,A
1,94,1,1.55819799478906,0.352782665872846,0.0321519130563117,470,193,B,A
1,95,1,1.5812580272451,0.338688248681581,0.0355845569081051,475,195,B,A
1,95,2,1.59031405621457,0.333621359610293,0.0355845569081051,475,200,B,B
1,96,1,1.01982243199296,0.323748122944305,0.0178460407187669,480,197,B,A
1,97,1,0.557886282038239,0.180866666591365,0.0200245311590045,485,199,B,A
1,97,2,0.578320688880904,0.182330042949085,0.0200245311590045,485,204,B,B
1,98,1,1.16200387360408,0.322628690844264,0.0420450657864598,490,201,B,A
1,99,1,1.24146394849899,0.197447291006616,0.0280443837493666,495,203,B,A
1,100,1,1.15007512330085,0.142474567063533,0.0319121996147553,500,205,B,A
1,100,2,1.17199878727342,0.141275805260137,0.0319121996147553,500,210,B,B
