omega_Tlag,-0.052897,0.32573,-0.032273,-0.012555,0.00051157,0.0096453,4.4814e-6,-0.0023828,0.02919,0.00034944,0.20437,0.25042,0.0010049,-0.0038114,-1.6735,0.014896,-0.0026215,0.0086176,0.0082224,-0.00012555,-0.13421
omega_ka,-0.079802,0.49416,-0.049351,-0.020049,0.00075862,0.013525,6.9601e-6,-0.0054635,0.044811,0.0005034,0.25042,0.42443,0.0015894,-0.0054065,-2.4767,0.023174,-0.0042794,0.01376,0.012972,-0.00022852,-0.199
omega_V,-0.00020394,0.0017786,0.00029081,-0.00014358,2.7687e-6,2.0652e-5,2.3633e-8,1.1042e-5,0.00020613,2.6827e-6,0.0010049,0.0015894,0.0004593,-1.4608e-5,-0.009944,6.3725e-5,-2.1612e-6,3.4736e-5,9.0175e-5,-1.3005e-5,-0.00099943
omega_Cl,0.0016309,-0.0068259,0.00084593,0.00028813,-1.0173e-5,-0.00029749,-1.0928e-7,2.7246e-5,-0.00071317,-7.8016e-6,-0.0038114,-0.0054065,-1.4608e-5,0.0012196,0.038581,-0.00032608,7.0644e-5,-0.00021391,-0.00016025,-7.0752e-6,0.0029559
omega_Imax,0.80912,-2.9696,0.37666,0.1464,-0.0049977,-0.099525,-5.1382e-5,0.045838,-0.32694,-0.0035122,-1.6735,-2.4767,-0.009944,0.038581,19.282,-0.1888,0.037318,-0.11377,-0.081947,-0.0014081,1.4191
omega_IC50,-0.0090452,0.025233,-0.0038905,-0.0015861,5.5446e-5,0.0011543,5.0415e-7,-0.00096581,0.0029565,3.0455e-5,0.014896,0.023174,6.3725e-5,-0.00032608,-0.1888,0.0059972,-0.00047259,0.0013375,0.00070885,4.0777e-5,-0.014647
omega_kin,0.0027485,-0.0039612,0.00080736,0.00036638,-9.4176e-6,-0.00021867,-1.1836e-7,0.00021121,-0.00083721,-7.1063e-6,-0.0026215,-0.0042794,-2.1612e-6,7.0644e-5,0.037318,-0.00047259,0.00032364,-0.00033151,-0.0001877,-1.2098e-5,0.0022636
omega_kout,-0.0057907,0.014784,-0.002312,-0.00092541,3.001e-5,0.00061018,3.1322e-7,-0.00046159,0.0018182,1.804e-5,0.0086176,0.01376,3.4736e-5,-0.00021391,-0.11377,0.0013375,-0.00033151,0.00088705,0.0004461,2.8852e-5,-0.0086519
a1,-0.0024623,0.015991,-0.0020123,-0.00085939,3.4294e-5,0.0006543,2.4059e-7,-0.0003367,0.0017163,1.8563e-5,0.0082224,0.012972,9.0175e-5,-0.00016025,-0.081947,0.00070885,-0.0001877,0.0004461,0.0020183,-0.00022633,-0.0072762
b1,-0.00032933,-0.00048115,2.4591e-6,6.3523e-6,-1.2453e-6,-2.4252e-5,1.8667e-9,3.8541e-7,-2.1485e-5,-4.6831e-7,-0.00012555,-0.00022852,-1.3005e-5,-7.0752e-6,-0.0014081,4.0777e-5,-1.2098e-5,2.8852e-5,-0.00022633,5.9219e-5,5.1217e-5
a2,0.05142,-0.23881,0.028341,0.011752,-0.0004131,-0.0080801,-3.951e-6,0.00344,-0.022499,-0.00025956,-0.13421,-0.199,-0.00099943,0.0029559,1.4191,-0.014647,0.0022636,-0.0086519,-0.0072762,5.1217e-5,0.17078
